	name	platform	year_of_release	genre	na_sales	eu_sales	jp_sales	other_sales	critic_score	user_score	rating_esrb	sum_sales
246	God of War	PS2	2005.0	Action	2.71	1.29	0.02	0.43	94.0	8.9	M	4.449999999999999
247	Splatoon	WiiU	2015.0	Shooter	1.54	1.18	1.46	0.26	81.0	8.5	E10+	4.4399999999999995
248	Nintendo Land	WiiU	2012.0	Misc	2.52	1.11	0.46	0.33	77.0	7.9	E10+	4.42
249	Tony Hawk's Pro Skater 3	PS2	2001.0	Sports	2.66	1.29	0.01	0.46	97.0	7.5	T	4.42
250	Winning Eleven: Pro Evolution Soccer 2007	PS2	2006.0	Sports	0.1	2.39	1.05	0.86	86.0	8.9	E	4.4
251	The Elder Scrolls IV: Oblivion	X360	2006.0	Role-Playing	2.82	1.03	0.13	0.4	94.0	8.7	M	4.38
252	Zelda II: The Adventure of Link	NES	1987.0	Adventure	2.19	0.5	1.61	0.08			ND	4.38
253	Need for Speed: Most Wanted	PS2	2005.0	Racing	2.03	1.79	0.08	0.47	82.0	9.1	T	4.37
254	Michael Jackson: The Experience	Wii	2010.0	Misc	2.64	1.33	0.01	0.39	56.0	8.3	E10+	4.37
255	Call of Duty: Advanced Warfare	PS3	2014.0	Shooter	1.56	1.93	0.19	0.68		4.8	M	4.36
256	Resistance: Fall of Man	PS3	2006.0	Shooter	1.74	1.72	0.14	0.75	86.0	8.1	M	4.35
257	Sonic the Hedgehog	GEN	1991.0	Platform	3.03	0.91	0.26	0.13			ND	4.33
258	Kingdom Hearts II	PS2	2005.0	Role-Playing	2.2	0.58	1.38	0.17	87.0	9.0	E10+	4.33
259	The Legend of Zelda: Ocarina of Time	3DS	2011.0	Action	2.09	1.31	0.62	0.31			ND	4.329999999999999
260	Super Mario 3D World	WiiU	2013.0	Platform	2.11	1.16	0.73	0.32	93.0	9.0	E	4.319999999999999
261	Minecraft	PS4	2014.0	Misc	1.48	2.02	0.14	0.68			ND	4.32
262	Asteroids	2600	1980.0	Shooter	4.0	0.26	0.0	0.05			ND	4.31
263	Call of Duty: Advanced Warfare	X360	2014.0	Shooter	2.77	1.11	0.0	0.4		4.9	M	4.28
264	FIFA 15	PS3	2014.0	Sports	0.58	3.02	0.04	0.64		4.5	E	4.28
265	Fable II	X360	2008.0	Role-Playing	2.51	1.24	0.11	0.41	89.0	6.5	M	4.27
266	Namco Museum	GBA	2001.0	Misc	3.0	1.11	0.05	0.07	79.0	7.3	E	4.23
267	Batman: Arkham Asylum	PS3	2009.0	Action	2.24	1.31	0.07	0.61	91.0	8.9	T	4.23
268	Metal Gear Solid 3: Snake Eater	PS2	2004.0	Action	1.46	0.0	0.83	1.93	91.0	9.3	M	4.22
269	Assassin's Creed: Revelations	PS3	2011.0	Action	1.41	2.01	0.1	0.7	80.0	7.5	M	4.22
270	Fallout 4	XOne	2015.0	Role-Playing	2.51	1.32	0.01	0.38	88.0	6.2	M	4.22
271	FIFA 14	X360	2013.0	Sports	0.92	2.89	0.01	0.4	84.0	4.2	E	4.22
272	Daxter	PSP	2006.0	Platform	2.45	1.01	0.0	0.75	85.0	8.7	E10+	4.21
273	Warcraft II: Tides of Darkness	PC	1995.0	Strategy	1.7	2.27	0.0	0.23			ND	4.2
274	FIFA Soccer 06	PS2	2005.0	Sports	0.78	2.55	0.04	0.84	80.0	7.8	E	4.21
275	EyeToy Play	PS2	2003.0	Misc	0.88	2.3	0.2	0.83	80.0	7.5	E	4.21
276	Gran Turismo 5 Prologue	PS3	2007.0	Racing	1.28	1.82	0.57	0.52	80.0	7.1	E	4.1899999999999995
277	Assassin's Creed: Revelations	X360	2011.0	Action	2.25	1.47	0.04	0.43	80.0	7.2	M	4.1899999999999995
278	FIFA 12	X360	2011.0	Sports	0.84	2.78	0.02	0.53			ND	4.17
279	Teenage Mutant Ninja Turtles	NES	1989.0	Action	3.38	0.44	0.31	0.04			ND	4.17
280	Street Fighter IV	PS3	2009.0	Fighting	2.03	1.04	0.58	0.52	94.0	7.3	T	4.17
281	Excitebike	NES	1984.0	Racing	2.04	0.48	1.57	0.07			ND	4.16
282	Frogger	PS	1997.0	Action	3.79	0.27	0.0	0.11			ND	4.170000000000001
283	Madden NFL 2003	PS2	2002.0	Sports	3.36	0.21	0.01	0.56	95.0	7.7	E	4.14
284	Half-Life	PC	1997.0	Shooter	4.03	0.0	0.09	0.0	96.0	9.1	M	4.12
285	Super Mario World 2: Yoshi's Island	SNES	1995.0	Platform	1.65	0.61	1.76	0.09			ND	4.109999999999999
286	FIFA Soccer 07	PS2	2006.0	Sports	0.71	2.48	0.03	0.89			ND	4.109999999999999
287	Street Fighter II Turbo	SNES	1992.0	Fighting	1.42	0.51	2.1	0.07			ND	4.1000000000000005
288	World of Warcraft: The Burning Crusade	PC	2007.0	Role-Playing	2.57	1.52	0.0	0.0	91.0	7.9	T	4.09
289	Battlefield 1	PS4	2016.0	Shooter	1.1	2.15	0.21	0.61	88.0	8.4	M	4.07
290	God of War II	PS2	2007.0	Action	2.32	0.04	0.04	1.67	93.0	8.9	M	4.07
291	World Soccer Winning Eleven 9	PS2	2005.0	Sports	0.12	2.26	0.9	0.77		8.2	E	4.05
292	Fallout: New Vegas	X360	2010.0	Role-Playing	2.66	1.03	0.04	0.33	84.0	8.1	M	4.0600000000000005
293	Forza Motorsport 2	X360	2007.0	Racing	2.35	1.27	0.03	0.41	90.0	8.3	E	4.06
294	Carnival Games	Wii	2007.0	Misc	2.12	1.47	0.05	0.42	56.0	6.0	E	4.06
295	Watch Dogs	PS4	2014.0	Action	1.4	1.9	0.11	0.64	80.0	6.3	M	4.05
296	Namco Museum Vol.3	PS	1996.0	Misc	2.28	1.55	0.16	0.06			ND	4.05
297	Tekken Tag Tournament	PS2	2000.0	Fighting	1.68	1.51	0.51	0.35	85.0	8.5	T	4.05
298	Far Cry 4	PS4	2014.0	Shooter	1.13	2.18	0.1	0.63	85.0	7.7	M	4.04
299	Star Fox 64	N64	1997.0	Shooter	2.78	0.58	0.64	0.04			ND	4.04
300	Golf	NES	1984.0	Sports	1.22	0.28	2.46	0.04			ND	4.0
301	Namco Museum: 50th Anniversary	PS2	2005.0	Misc	2.08	1.35	0.0	0.54	61.0		E10+	3.97
302	Left 4 Dead 2	X360	2009.0	Shooter	2.67	0.87	0.05	0.38	89.0	8.6	M	3.9699999999999998
303	The Witcher 3: Wild Hunt	PS4	2015.0	Role-Playing	1.02	2.13	0.23	0.59	92.0	9.2	M	3.9699999999999998
304	Assassin's Creed: Unity	PS4	2014.0	Action	1.19	2.07	0.08	0.62	70.0	4.9	M	3.96
305	Batman: Arkham Knight	PS4	2015.0	Action	1.53	1.69	0.1	0.64	87.0	7.6	M	3.96
306	The Legend of Zelda: Skyward Sword	Wii	2011.0	Action	2.03	1.16	0.37	0.38	93.0	8.0	E10+	3.9399999999999995
307	Fallout 3	PS3	2008.0	Role-Playing	2.15	1.13	0.07	0.59	90.0	8.0	M	3.9399999999999995
308	Professor Layton and the Diabolical Box	DS	2007.0	Puzzle	0.9	1.76	0.92	0.37	84.0	8.8	E10+	3.95
309	Donkey Kong Land	GB	1994.0	Platform	1.97	0.76	1.07	0.11			ND	3.9099999999999997
310	EA Sports Active	Wii	2009.0	Sports	2.09	1.35	0.06	0.4	81.0	8.7	E	3.9
311	Tony Hawk's Underground	PS2	2003.0	Sports	2.29	1.17	0.01	0.42	90.0	8.7	T	3.8899999999999997
312	Monster Hunter 4 Ultimate	3DS	2014.0	Role-Playing	0.68	0.48	2.62	0.11	86.0	8.7	T	3.89
313	The Elder Scrolls V: Skyrim	PC	2011.0	Role-Playing	1.16	2.12	0.0	0.6	94.0	8.1	M	3.8800000000000003
314	NBA 2K16	PS4	2015.0	Sports	2.49	0.66	0.03	0.69	87.0	6.7	E10+	3.87
315	Tekken 5	PS2	2005.0	Fighting	0.93	1.94	0.31	0.7	88.0	8.6	T	3.88
316	Dragon Warrior III	NES	1988.0	Role-Playing	0.1	0.0	3.77	0.0			ND	3.87
317	MotorStorm	PS3	2006.0	Racing	1.53	1.6	0.06	0.67	84.0	7.4	T	3.86
318	Nintendogs + cats	3DS	2011.0	Simulation	1.44	1.41	0.73	0.27			ND	3.8499999999999996
319	World Soccer Winning Eleven 8 International	PS2	2004.0	Sports	0.16	1.89	1.12	0.68	91.0	9.1	E	3.85
320	Sports Champions	PS3	2010.0	Sports	2.13	1.12	0.1	0.5	76.0	7.9	E10+	3.85
321	Namco Museum Vol.1	PS	1995.0	Misc	2.12	1.44	0.22	0.06			ND	3.8400000000000003
322	The Legend of Zelda: Link's Awakening	GB	1992.0	Action	2.21	0.96	0.54	0.13			ND	3.84
323	Call of Duty: Ghosts	PS4	2013.0	Shooter	1.78	1.43	0.05	0.57	78.0	3.7	M	3.8299999999999996
324	Flash Focus: Vision Training in Minutes a Day	DS	2007.0	Misc	0.86	1.56	1.05	0.35	59.0	4.0	E	3.82
325	Tom Clancy's The Division	PS4	2016.0	Shooter	1.35	1.7	0.15	0.6	80.0	7.0	M	3.8
326	Big Brain Academy: Wii Degree	Wii	2007.0	Misc	1.05	1.91	0.41	0.42	68.0	6.9	E	3.79
327	Resident Evil Director's Cut	PS	1996.0	Action	1.82	1.24	0.47	0.25			ND	3.7800000000000002
328	Mario & Luigi: Bowser's Inside Story	DS	2009.0	Role-Playing	2.23	0.47	0.81	0.26			ND	3.7700000000000005
329	LEGO Indiana Jones: The Original Adventures	X360	2008.0	Action	2.4	1.01	0.0	0.36	77.0	7.5	E10+	3.77
330	The Sims: Unleashed	PC	2002.0	Simulation	2.03	1.56	0.0	0.17	79.0	8.0	T	3.76
331	Ratchet & Clank: Size Matters	PSP	2007.0	Platform	1.4	1.39	0.1	0.86			ND	3.75
332	Harry Potter and the Sorcerer's Stone	PS	2001.0	Action	1.37	2.0	0.14	0.22	64.0	7.5	E	3.7300000000000004
333	Mario & Sonic at the London 2012 Olympic Games	Wii	2011.0	Sports	1.12	1.87	0.27	0.45			ND	3.7100000000000004
334	Resident Evil 3: Nemesis	PS	1999.0	Action	1.3	0.77	1.54	0.11			ND	3.72
335	Super Paper Mario	Wii	2007.0	Platform	1.95	0.86	0.59	0.31	85.0	7.9	E	3.71
336	Spyro: Year of the Dragon	PS	2000.0	Platform	1.93	1.58	0.0	0.19	91.0	8.8	E	3.6999999999999997
337	Assassin's Creed IV: Black Flag	PS3	2013.0	Action	1.33	1.68	0.13	0.57	88.0	8.1	M	3.7099999999999995
338	FIFA Soccer 2005	PS2	2004.0	Sports	0.58	2.48	0.04	0.59	81.0	7.6	E	3.69
339	Pokémon Trading Card Game	GB	1998.0	Strategy	1.49	0.73	1.38	0.1			ND	3.6999999999999997
340	Friend Collection	DS	2009.0	Misc	0.0	0.0	3.67	0.0			ND	3.67
341	Tony Hawk's Pro Skater 4	PS2	2002.0	Sports	2.13	1.18	0.01	0.35	94.0	8.5	T	3.6699999999999995
342	Star Wars Battlefront (2015)	XOne	2015.0	Shooter	2.04	1.28	0.02	0.32			ND	3.66
343	MySims	DS	2007.0	Simulation	1.58	1.59	0.08	0.41	67.0	7.3	E	3.66
344	Midnight Club 3: DUB Edition	PSP	2005.0	Racing	1.65	1.21	0.0	0.79	74.0	8.4	E10+	3.65
345	Banjo-Kazooie	N64	1998.0	Platform	1.87	1.13	0.55	0.1			ND	3.65
346	SOCOM: U.S. Navy SEALs	PS2	2002.0	Shooter	2.53	0.81	0.06	0.24	82.0	7.9	M	3.6399999999999997
347	Jak and Daxter: The Precursor Legacy	PS2	2001.0	Platform	2.08	1.09	0.15	0.33	90.0	8.7	E	3.65
348	Pokemon Snap	N64	1999.0	Simulation	2.23	0.68	0.66	0.06			ND	3.6300000000000003
349	Pro Evolution Soccer 2008	PS2	2007.0	Sports	0.05	0.0	0.64	2.93	82.0	7.9	E	3.62
350	Resident Evil 4	PS2	2005.0	Action	2.08	0.83	0.46	0.25	96.0	8.9	M	3.62
351	Guitar Hero: World Tour	Wii	2008.0	Misc	2.32	0.96	0.0	0.34	86.0	7.6	T	3.6199999999999997
352	FIFA Soccer 10	PS3	2009.0	Sports	0.6	2.45	0.05	0.52	91.0	7.6	E	3.62
353	Star Wars: Battlefront	PS2	2004.0	Shooter	1.93	1.22	0.03	0.44	82.0	8.7	T	3.6199999999999997
354	Doom II: Hell on Earth	PC	1994.0	Shooter	2.05	1.4	0.0	0.16			ND	3.61
355	The Simpsons: Road Rage	PS2	2001.0	Racing	2.02	1.17	0.0	0.42	64.0	7.7	T	3.61
356	Luigi's Mansion	GC	2001.0	Action	2.38	0.67	0.46	0.1	78.0	8.5	E	3.61
357	Battlefield 4	PS4	2013.0	Shooter	1.35	1.55	0.17	0.51	85.0	6.9	M	3.58
358	Star Wars: Battlefront II	PS2	2005.0	Shooter	2.18	1.02	0.03	0.37	84.0	9.0	T	3.6
359	Just Dance 2014	Wii	2013.0	Misc	1.88	1.39	0.0	0.31		6.2	E10+	3.5799999999999996
360	Cooking Mama 2: Dinner With Friends	DS	2007.0	Simulation	1.6	1.49	0.1	0.39	70.0	8.0	E	3.58
361	WWF SmackDown!	PS	2000.0	Fighting	2.01	1.35	0.06	0.16			ND	3.58
362	Croc: Legend of the Gobbos	PS	1997.0	Platform	1.57	1.79	0.0	0.2			ND	3.5600000000000005
363	Grand Theft Auto: Liberty City Stories	PS2	2006.0	Action	1.56	1.4	0.07	0.5	78.0	7.8	M	3.53
364	The Getaway	PS2	2002.0	Action	1.23	1.77	0.05	0.49	72.0	6.8	M	3.54
365	Tomb Raider III: Adventures of Lara Croft	PS	1997.0	Action	1.66	1.58	0.12	0.18			ND	3.5400000000000005
366	James Bond 007: Agent Under Fire	PS2	2001.0	Shooter	1.9	1.13	0.1	0.41	72.0	7.9	T	3.54
367	LEGO Star Wars: The Video Game	PS2	2005.0	Action	1.98	1.14	0.01	0.41			ND	3.54
368	Rugrats in Paris: The Movie	PS	2000.0	Action	1.96	1.33	0.0	0.23			ND	3.52
369	FIFA Soccer 11	X360	2010.0	Sports	0.71	2.39	0.02	0.4	88.0	7.5	E	3.52
370	Spyro 2: Ripto's Rage!	PS	1999.0	Platform	2.14	1.21	0.01	0.17			ND	3.53
371	Left 4 Dead	X360	2008.0	Shooter	2.66	0.49	0.05	0.3	89.0	7.9	M	3.5
372	Donkey Kong Country 3: Dixie Kong's Double Trouble!	SNES	1996.0	Platform	1.17	0.5	1.75	0.08			ND	3.5
373	Assassin's Creed: Unity	XOne	2014.0	Action	2.27	0.9	0.0	0.33	72.0	4.1	M	3.5
374	Kung Fu	NES	1985.0	Action	1.64	0.38	1.42	0.06			ND	3.5
375	Resident Evil 5	X360	2009.0	Action	2.11	0.93	0.12	0.34	83.0	7.5	M	3.5
376	Assassin's Creed: Brotherhood	X360	2010.0	Action	2.85	0.38	0.03	0.24	89.0	8.3	M	3.5
377	FIFA Soccer 2004	PS2		Sports	0.59	2.36	0.04	0.51	84.0	6.4	E	3.5
378	Battlefield 4	PS3	2013.0	Shooter	1.3	1.42	0.27	0.5	80.0	5.8	M	3.4899999999999998
379	Batman: Arkham Asylum	X360	2009.0	Action	2.2	0.95	0.02	0.31	92.0	8.7	T	3.4800000000000004
380	Battlefield 4	X360	2013.0	Shooter	2.15	1.01	0.02	0.31	79.0	5.6	M	3.49
381	Battlefield: Bad Company 2	X360	2010.0	Shooter	2.1	1.01	0.04	0.32	88.0	8.6	M	3.47
382	Mario & Sonic at the Olympic Winter Games	DS	2009.0	Sports	1.21	1.62	0.27	0.37			ND	3.47
383	Guitar Hero: On Tour	DS	2008.0	Misc	2.1	1.01	0.01	0.35	71.0	8.8	E10+	3.47
384	Clubhouse Games	DS	2006.0	Misc	0.59	1.79	0.73	0.34	83.0	8.4	E	3.4499999999999997
385	Monster Hunter 4	3DS	2013.0	Role-Playing	0.0	0.0	3.44	0.0			ND	3.44
386	Borderlands	X360	2009.0	Shooter	2.4	0.71	0.03	0.29	84.0	8.2	M	3.4299999999999997
387	Tekken 4	PS2	2002.0	Fighting	1.55	1.27	0.33	0.29	79.0	8.3	T	3.4400000000000004
388	Final Fantasy III	SNES	1994.0	Role-Playing	0.86	0.0	2.55	0.02			ND	3.4299999999999997
389	Grand Theft Auto 2	PS	1998.0	Action	1.13	2.07	0.0	0.22	70.0	8.0	T	3.42
390	Metal Gear Solid V: The Phantom Pain	PS4	2015.0	Action	1.09	1.36	0.49	0.48	93.0	8.2	M	3.4200000000000004
391	Spider-Man 2	PS2	2004.0	Action	1.75	1.2	0.02	0.43	80.0	8.9	T	3.4000000000000004
392	F-1 Race	GB	1990.0	Racing	1.73	0.69	0.59	0.4			ND	3.4099999999999997
393	FIFA Soccer 2003	PS2	2002.0	Sports	0.46	2.28	0.05	0.61	88.0	6.7	E	3.3999999999999995
394	LittleBigPlanet 2	PS3	2011.0	Platform	1.83	1.05	0.06	0.46	91.0	8.4	E	3.4
395	Crash Bash	PS	2000.0	Misc	1.56	1.47	0.19	0.17	68.0	8.2	E	3.39
396	Assassin's Creed Syndicate	PS4	2015.0	Action	0.81	1.99	0.07	0.52	76.0	6.8	M	3.3899999999999997
397	LEGO Batman: The Videogame	X360	2008.0	Action	2.04	1.02	0.0	0.32	76.0	7.9	E10+	3.38
398	Destiny	XOne	2014.0	Shooter	2.14	0.92	0.0	0.31	75.0	5.5	T	3.37
399	WWF War Zone	PS	1998.0	Fighting	2.47	0.76	0.0	0.13			ND	3.3600000000000003
400	The Legend of Zelda: Majora's Mask	N64	2000.0	Action	1.9	0.67	0.73	0.06			ND	3.36
401	Far Cry 3	PS3	2012.0	Shooter	0.88	1.7	0.1	0.67	90.0	8.5	M	3.35
402	Rugrats: Search For Reptar	PS	1998.0	Adventure	1.63	1.53	0.0	0.18			ND	3.3400000000000003
403	English Training: Have Fun Improving Your Skills!	DS	2006.0	Misc	0.0	0.99	2.32	0.02			ND	3.3299999999999996
404	James Bond 007: Nightfire	PS2	2002.0	Shooter	1.45	1.29	0.12	0.46	77.0	8.5	T	3.3200000000000003
405	Ratchet & Clank	PS2	2002.0	Platform	1.44	1.01	0.57	0.3			ND	3.32
406	Monster Hunter X	3DS	2015.0	Action	0.27	0.21	2.79	0.05			ND	3.32
407	Star Wars Episode III: Revenge of the Sith	PS2	2005.0	Action	1.47	1.39	0.03	0.43	60.0	7.2	T	3.32
408	The Legend of Zelda: Spirit Tracks	DS	2009.0	Action	1.4	0.91	0.74	0.26	87.0	7.8	E10+	3.3099999999999996
409	Max Payne	PS2	2001.0	Shooter	1.99	1.05	0.05	0.22	80.0	8.5	M	3.31
410	Assassin's Creed IV: Black Flag	X360	2013.0	Action	1.9	1.11	0.01	0.29	86.0	7.9	M	3.3099999999999996
411	The Lord of the Rings: The Return of the King	PS2	2003.0	Action	1.5	1.28	0.05	0.46	85.0	8.7	T	3.29
412	Yokai Watch 2 Ganso/Honke	3DS	2014.0	Role-Playing	0.09	0.0	3.18	0.01			ND	3.28
413	Gears of War: Ultimate Edition	XOne	2015.0	Shooter	2.61	0.33	0.0	0.34	82.0	7.5	M	3.28
414	True Crime: Streets of LA	PS2	2003.0	Action	1.89	1.05	0.02	0.31	77.0	8.0	M	3.27
415	Professor Layton and the Unwound Future	DS	2008.0	Puzzle	0.6	1.57	0.82	0.27	86.0	9.2	E10+	3.26
416	Gran Turismo (PSP)	PSP	2009.0	Racing	0.5	1.58	0.31	0.87			ND	3.2600000000000002
417	FIFA 16	XOne	2015.0	Sports	0.89	2.12	0.0	0.24	84.0	4.4	E	3.25
418	Wii Music	Wii	2008.0	Misc	1.35	1.11	0.46	0.32	63.0	4.6	E	3.2399999999999998
419	Tekken	PS	1995.0	Fighting	0.95	1.3	0.77	0.22			ND	3.24
420	Madden NFL 16	PS4	2015.0	Sports	2.34	0.3	0.0	0.6	83.0	5.9	E	3.2399999999999998
421	Gran Turismo 6	PS3	2013.0	Racing	0.72	1.67	0.4	0.44	81.0	7.7	E	3.2299999999999995
422	Halo: The Master Chief Collection	XOne	2014.0	Shooter	1.91	1.0	0.03	0.29	85.0	7.2	M	3.23
423	007: Tomorrow Never Dies	PS	1999.0	Shooter	1.72	1.33	0.0	0.16			ND	3.21
424	Super Mario Maker	WiiU	2015.0	Platform	1.18	0.89	0.94	0.2	88.0	8.7	E	3.21
425	WWF SmackDown! 2: Know Your Role	PS	2000.0	Fighting	1.76	1.21	0.07	0.16			ND	3.1999999999999997
426	Baseball	NES	1983.0	Sports	0.73	0.1	2.35	0.02			ND	3.2
427	Killer Instinct	SNES	1995.0	Fighting	2.26	0.72	0.12	0.1			ND	3.1999999999999997
428	Dragon Quest VI: Maboroshi no Daichi	SNES	1995.0	Role-Playing	0.0	0.0	3.19	0.0			ND	3.19
429	God of War: Chains of Olympus	PSP	2008.0	Action	1.48	1.0	0.04	0.66	91.0	8.6	M	3.18
430	Enter the Matrix	PS2	2003.0	Action	1.78	1.12	0.09	0.19	62.0	8.1	T	3.18
431	Crisis Core: Final Fantasy VII	PSP	2007.0	Role-Playing	1.35	0.59	0.8	0.43	83.0	8.0	T	3.1700000000000004
432	Dance Central	X360	2010.0	Misc	2.15	0.76	0.01	0.26	82.0	7.6	T	3.1799999999999997
433	L.A. Noire	PS3	2011.0	Adventure	1.27	1.29	0.12	0.49	89.0	7.7	M	3.17
434	Ace Combat 04: Shattered Skies	PS2	2001.0	Simulation	2.06	0.56	0.38	0.17	89.0	9.1	E	3.17
435	Animal Crossing	GC	2001.0	Simulation	1.92	0.16	0.99	0.09	87.0	8.9	E	3.16
436	FIFA Soccer 08	PS2	2007.0	Sports	0.68	0.0	0.0	2.46	83.0	6.5	E	3.14
437	Club Penguin: Elite Penguin Force	DS	2008.0	Adventure	1.87	0.97	0.0	0.3		8.0	E	3.1399999999999997
438	Spider-Man	PS	2000.0	Action	1.7	1.25	0.02	0.16	87.0	9.0	E	3.1300000000000003
439	Mario Party 9	Wii	2012.0	Misc	1.06	1.09	0.76	0.22	73.0	6.8	E	3.1300000000000003
440	Need for Speed III: Hot Pursuit	PS	1998.0	Racing	2.14	0.86	0.0	0.13	88.0		E	3.13
441	Star Wars Episode I Racer	N64	1999.0	Racing	2.31	0.62	0.14	0.04			ND	3.1100000000000003
442	Sonic Rush	DS	2005.0	Platform	1.21	1.56	0.06	0.29	82.0	8.5	E	3.12
443	Dragon Warrior IV	NES	1990.0	Role-Playing	0.08	0.0	3.03	0.01			ND	3.1199999999999997
444	Rhythm Heaven	DS	2008.0	Misc	0.55	0.5	1.93	0.13	83.0	9.0	E	3.11
445	Fallout: New Vegas	PS3	2010.0	Role-Playing	1.52	1.03	0.1	0.46	82.0	7.8	M	3.11
446	Personal Trainer: Cooking	DS	2006.0	Misc	0.9	1.0	1.03	0.17	81.0	7.8	E	3.0999999999999996
447	The Elder Scrolls IV: Oblivion	PS3	2007.0	Role-Playing	1.69	0.85	0.14	0.43	93.0	8.0	M	3.1100000000000003
448	The Legend of Zelda: A Link Between Worlds	3DS	2013.0	Action	1.4	1.01	0.46	0.23	91.0	8.9	E	3.1
449	Resident Evil 6	PS3	2012.0	Shooter	0.88	0.94	0.88	0.4	74.0	5.4	M	3.0999999999999996
450	Mass Effect 2	X360	2010.0	Role-Playing	1.99	0.81	0.03	0.27	96.0	8.9	M	3.0999999999999996
451	Dragon Ball Z: Budokai	PS2	2002.0	Fighting	2.17	0.28	0.55	0.08	67.0	7.9	T	3.08
452	Madden NFL 2002	PS2	2001.0	Sports	2.5	0.16	0.01	0.42	94.0	7.9	E	3.09
453	World Class Track Meet	NES	1986.0	Sports	1.92	0.45	0.64	0.07			ND	3.08
454	Donkey Kong	GB	1994.0	Platform	1.57	0.62	0.55	0.34			ND	3.08
455	The Sims: Vacation	PC	2002.0	Simulation	1.72	1.21	0.0	0.14	75.0	7.8	T	3.07
456	LEGO Batman: The Videogame	Wii		Action	1.8	0.97	0.0	0.29	74.0	7.9	E10+	3.06
457	Animal Crossing: Happy Home Designer	3DS	2015.0	Simulation	0.51	1.02	1.4	0.12	66.0	6.9	E	3.05
458	The Sims 4	PC	2014.0	Simulation	1.0	1.82	0.0	0.23	70.0	3.9	T	3.0500000000000003
459	Borderlands 2	X360	2012.0	Shooter	1.89	0.88	0.04	0.25	89.0	8.2	M	3.06
460	LEGO Batman: The Videogame	DS	2008.0	Action	1.75	1.01	0.0	0.29	72.0	8.0	E10+	3.05
461	Kung Fu Panda	X360	2008.0	Action	1.91	0.84	0.0	0.29	75.0	7.4	E10+	3.04
462	Mass Effect 3	X360	2012.0	Role-Playing	1.94	0.84	0.03	0.24	93.0	5.8	M	3.05
463	Heavy Rain	PS3	2010.0	Adventure	1.29	1.21	0.06	0.47	87.0	7.7	M	3.0300000000000002
464	Rayman	PS	1995.0	Platform	1.54	1.33	0.0	0.16			ND	3.0300000000000002
465	Saints Row 2	X360	2008.0	Action	1.94	0.79	0.02	0.28	81.0	8.1	M	3.0300000000000002
466	Tom Clancy's Splinter Cell	XB	2002.0	Action	1.85	1.04	0.0	0.13	93.0	8.5	T	3.02
467	Mike Tyson's Punch-Out!!	NES	1987.0	Fighting	2.03	0.47	0.45	0.07			ND	3.02
468	WWE SmackDown! Shut Your Mouth	PS2	2002.0	Sports	1.45	1.13	0.07	0.38			ND	3.03
469	FIFA 14	PS4	2013.0	Sports	0.61	1.85	0.11	0.44	87.0	6.3	E	3.01
470	Killzone 2	PS3	2009.0	Shooter	1.4	1.06	0.08	0.47	91.0	8.1	M	3.01
471	Far Cry 3	X360	2012.0	Shooter	1.38	1.32	0.02	0.28	91.0	8.6	M	3.0
472	Epic Mickey	Wii	2010.0	Platform	2.04	0.63	0.12	0.22	73.0	7.0	E	3.0100000000000002
473	NBA 2K13	X360	2012.0	Sports	2.6	0.2	0.01	0.19	88.0	7.2	E	3.0
474	Dragon Ball Z: Budokai Tenkaichi 3	PS2	2007.0	Fighting	1.15	0.0	0.76	1.09	73.0	9.2	T	3.0
475	wwe Smackdown vs. Raw 2006	PS2		Fighting	1.57	1.02	0.0	0.41			ND	3.0
476	Star Fox	SNES	1993.0	Shooter	1.61	0.51	0.8	0.07			ND	2.9899999999999998
477	The Sims: Livin Large	PC	2000.0	Misc	1.67	1.18	0.0	0.13	82.0	6.6	T	2.9799999999999995
478	World Soccer Winning Eleven 6 International	PS2	2002.0	Sports	0.12	1.26	1.16	0.45	93.0	9.1	E	2.99
479	Devil May Cry	PS2	2001.0	Action	1.36	0.86	0.64	0.13	94.0	8.5	M	2.99
480	Star Wars: The Old Republic	PC	2011.0	Role-Playing	1.58	1.01	0.0	0.38	85.0	5.9	T	2.9699999999999998
481	Middle-Earth: Shadow of Mordor	PS4	2014.0	Action	1.01	1.43	0.05	0.47	84.0	8.1	M	2.96
482	Sonic Heroes	PS2	2003.0	Platform	1.04	1.37	0.06	0.49	64.0	7.8	E	2.96
483	Hitman 2: Silent Assassin	PS2	2002.0	Action	1.36	1.15	0.04	0.41	85.0	7.8	M	2.96
484	Titanfall	XOne	2014.0	Shooter	1.84	0.8	0.04	0.27	86.0	6.4	M	2.95
485	Battlefield: Bad Company 2	PS3	2010.0	Shooter	1.33	1.1	0.08	0.44	88.0	8.5	M	2.95
486	Wave Race 64	N64	1996.0	Racing	1.98	0.58	0.34	0.04			ND	2.94
487	SOCOM II: U.S. Navy SEALs	PS2	2003.0	Shooter	2.22	0.51	0.06	0.15	87.0	9.0	M	2.9400000000000004
488	WWE SmackDown! vs. RAW 2006	PS2	2005.0	Fighting	1.45	1.11	0.04	0.33			ND	2.93
489	Pac-Man Collection	GBA	2001.0	Puzzle	2.07	0.77	0.05	0.05	79.0	7.8	E	2.9399999999999995
490	Street Fighter IV	X360	2009.0	Fighting	1.82	0.7	0.15	0.26	93.0	7.3	T	2.9299999999999997
